t,v,r
370367544.000000,30545.424771,144384923517.973267
370377544.000000,30544.056443,144392102225.559418
370387544.000000,30542.686274,144399290173.711853
370397544.000000,30541.314268,144406487335.013824
370407544.000000,30539.940433,144413693682.013580
370417544.000000,30538.564775,144420909187.224548
370427544.000000,30537.187299,144428133823.125641
370437544.000000,30535.808011,144435367562.161133
370447544.000000,30534.426918,144442610376.741058
370457544.000000,30533.044026,144449862239.241241
370467544.000000,30531.659340,144457123122.003510
370477544.000000,30530.272867,144464392997.335907
370487544.000000,30528.884613,144471671837.512665
370497544.000000,30527.494584,144478959614.774536
370507544.000000,30526.102785,144486256301.328918
370517544.000000,30524.709224,144493561869.349945
370527544.000000,30523.313906,144500876290.978699
370537544.000000,30521.916837,144508199538.323334
370547544.000000,30520.518024,144515531583.459381
370557544.000000,30519.117472,144522872398.429596
370567544.000000,30517.715187,144530221955.244415
370577544.000000,30516.311176,144537580225.881989
370587544.000000,30514.905445,144544947182.288330
370597544.000000,30513.498000,144552322796.377533
370607544.000000,30512.088847,144559707040.031799
370617544.000000,30510.677993,144567099885.101868
370627544.000000,30509.265442,144574501303.406799
370637544.000000,30507.851202,144581911266.734467
370647544.000000,30506.435279,144589329746.841553
370657544.000000,30505.017679,144596756715.453613
370667544.000000,30503.598408,144604192144.265533
370677544.000000,30502.177472,144611636004.941437
370687544.000000,30500.754877,144619088269.114868
370697544.000000,30499.330630,144626548908.389099
370707544.000000,30497.904737,144634017894.337067
370717544.000000,30496.477204,144641495198.501770
370727544.000000,30495.048037,144648980792.396240
370737544.000000,30493.617242,144656474647.503723
370747544.000000,30492.184826,144663976735.278046
370757544.000000,30490.750795,144671487027.143494
370767544.000000,30489.315154,144679005494.495087
370777544.000000,30487.877912,144686532108.698761
370787544.000000,30486.439072,144694066841.091522
370797544.000000,30484.998642,144701609662.981628
370807544.000000,30483.556628,144709160545.648590
370817544.000000,30482.113037,144716719460.343628
370827544.000000,30480.667874,144724286378.289429
370837544.000000,30479.221145,144731861270.680695
370847544.000000,30477.772858,144739444108.684082
370857544.000000,30476.323018,144747034863.438446
370867544.000000,30474.871631,144754633506.054871
370877544.000000,30473.418704,144762240007.617035
370887544.000000,30471.964244,144769854339.181213
370897544.000000,30470.508255,144777476471.776428
370907544.000000,30469.050745,144785106376.404785
370917544.000000,30467.591721,144792744024.041382
370927544.000000,30466.131187,144800389385.634674
370937544.000000,30464.669151,144808042432.106537
370947544.000000,30463.205619,144815703134.352325
370957544.000000,30461.740597,144823371463.241364
370967544.000000,30460.274091,144831047389.616730
370977544.000000,30458.806108,144838730884.295593
370987544.000000,30457.336654,144846421918.069336
370997544.000000,30455.865736,144854120461.703827
371007544.000000,30454.393359,144861826485.939392
371017544.000000,30452.919531,144869539961.491089
371027544.000000,30451.444257,144877260859.048767
371037544.000000,30449.967544,144884989149.277405
371047544.000000,30448.489397,144892724802.817078
371057544.000000,30447.009825,144900467790.283295
371067544.000000,30445.528832,144908218082.266937
371077544.000000,30444.046425,144915975649.334656
371087544.000000,30442.562611,144923740462.028809
371097544.000000,30441.077395,144931512490.867798
371107544.000000,30439.590785,144939291706.346069
371117544.000000,30438.102787,144947078078.934540
371127544.000000,30436.613406,144954871579.080353
371137544.000000,30435.122650,144962672177.207367
371147544.000000,30433.630525,144970479843.716217
371157544.000000,30432.137037,144978294548.984406
371167544.000000,30430.642192,144986116263.366516
371177544.000000,30429.145998,144993944957.194458
371187544.000000,30427.648459,145001780600.777405
371197544.000000,30426.149584,145009623164.402161
371207544.000000,30424.649377,145017472618.333191
371217544.000000,30423.147846,145025328932.812866
371227544.000000,30421.644997,145033192078.061646
371237544.000000,30420.140837,145041062024.277985
371247544.000000,30418.635371,145048938741.638916
371257544.000000,30417.128606,145056822200.299744
371267544.000000,30415.620549,145064712370.394562
371277544.000000,30414.111206,145072609222.036316
371287544.000000,30412.600584,145080512725.316772
371297544.000000,30411.088688,145088422850.306976
371307544.000000,30409.575526,145096339567.057190
371317544.000000,30408.061103,145104262845.597076
371327544.000000,30406.545427,145112192655.936005
371337544.000000,30405.028503,145120128968.062988
371347544.000000,30403.510339,145128071751.947083
371357544.000000,30401.990940,145136020977.537292
371367544.000000,30400.470313,145143976614.762939
371377544.000000,30398.948464,145151938633.533661
371387544.000000,30397.425400,145159907003.739746
371397544.000000,30395.901128,145167881695.252075
371407544.000000,30394.375653,145175862677.922394
371417544.000000,30392.848983,145183849921.583588
371427544.000000,30391.321124,145191843396.049530
371437544.000000,30389.792081,145199843071.115570
371447544.000000,30388.261863,145207848916.558472
371457544.000000,30386.730474,145215860902.136658
371467544.000000,30385.197922,145223878997.590332
371477544.000000,30383.664214,145231903172.641663
371487544.000000,30382.129355,145239933396.994934
371497544.000000,30380.593352,145247969640.336670
371507544.000000,30379.056211,145256011872.335907
371517544.000000,30377.517940,145264060062.644135
371527544.000000,30375.978544,145272114180.895630
371537544.000000,30374.438030,145280174196.707611
371547544.000000,30372.896405,145288240079.680267
371557544.000000,30371.353674,145296311799.397003
371567544.000000,30369.809845,145304389325.424591
371577544.000000,30368.264925,145312472627.313385
371587544.000000,30366.718918,145320561674.597290
371597544.000000,30365.171833,145328656436.794098
371607544.000000,30363.623675,145336756883.405579
371617544.000000,30362.074452,145344862983.917603
371627544.000000,30360.524168,145352974707.800415
371637544.000000,30358.972832,145361092024.508606
371647544.000000,30357.420450,145369214903.481415
371657544.000000,30355.867027,145377343314.142853
371667544.000000,30354.312571,145385477225.901794
371677544.000000,30352.757088,145393616608.152191
371687544.000000,30351.200585,145401761430.273254
371697544.000000,30349.643068,145409911661.629517
371707544.000000,30348.084543,145418067271.571106
371717544.000000,30346.525018,145426228229.433716
371727544.000000,30344.964498,145434394504.538971
371737544.000000,30343.402991,145442566066.194489
371747544.000000,30341.840503,145450742883.694000
371757544.000000,30340.277039,145458924926.317566
371767544.000000,30338.712608,145467112163.331604
371777544.000000,30337.147215,145475304563.989288
371787544.000000,30335.580866,145483502097.530426
371797544.000000,30334.013570,145491704733.181793
371807544.000000,30332.445331,145499912440.157257
371817544.000000,30330.876156,145508125187.657806
371827544.000000,30329.306053,145516342944.871948
371837544.000000,30327.735027,145524565680.975555
371847544.000000,30326.163085,145532793365.132324
371857544.000000,30324.590234,145541025966.493713
371867544.000000,30323.016480,145549263454.199188
371877544.000000,30321.441830,145557505797.376282
371887544.000000,30319.866290,145565752965.140961
371897544.000000,30318.289867,145574004926.597473
371907544.000000,30316.712567,145582261650.838776
371917544.000000,30315.134397,145590523106.946503
371927544.000000,30313.555364,145598789263.991272
371937544.000000,30311.975473,145607060091.032684
371947544.000000,30310.394733,145615335557.119598
371957544.000000,30308.813148,145623615631.290100
371967544.000000,30307.230725,145631900282.571960
371977544.000000,30305.647472,145640189479.982483
371987544.000000,30304.063395,145648483192.528809
371997544.000000,30302.478500,145656781389.208069
372007544.000000,30300.892794,145665084039.007477
372017544.000000,30299.306283,145673391110.904541
372027544.000000,30297.718974,145681702573.867157
372037544.000000,30296.130874,145690018396.853790
372047544.000000,30294.541988,145698338548.813599
372057544.000000,30292.952325,145706662998.686676
372067544.000000,30291.361889,145714991715.404053
372077544.000000,30289.770688,145723324667.888000
372087544.000000,30288.178728,145731661825.052032
372097544.000000,30286.586016,145740003155.801117
372107544.000000,30284.992559,145748348629.032043
372117544.000000,30283.398362,145756698213.633087
372127544.000000,30281.803433,145765051878.484589
372137544.000000,30280.207778,145773409592.458893
372147544.000000,30278.611403,145781771324.420654
372157544.000000,30277.014316,145790137043.226837
372167544.000000,30275.416522,145798506717.726837
372177544.000000,30273.818028,145806880316.762848
372187544.000000,30272.218842,145815257809.169830
372197544.000000,30270.618968,145823639163.775635
372207544.000000,30269.018415,145832024349.401306
372217544.000000,30267.417188,145840413334.861115
372227544.000000,30265.815294,145848806088.962708
372237544.000000,30264.212739,145857202580.507385
372247544.000000,30262.609531,145865602778.289948
372257544.000000,30261.005675,145874006651.099335
372267544.000000,30259.401178,145882414167.718170
372277544.000000,30257.796048,145890825296.923431
372287544.000000,30256.190289,145899240007.486359
372297544.000000,30254.583909,145907658268.172516
372307544.000000,30252.976915,145916080047.742218
372317544.000000,30251.369313,145924505314.950378
372327544.000000,30249.761109,145932934038.546844
372337544.000000,30248.152311,145941366187.276489
372347544.000000,30246.542924,145949801729.879333
372357544.000000,30244.932955,145958240635.090759
372367544.000000,30243.322410,145966682871.641571
372377544.000000,30241.711298,145975128408.258209
372387544.000000,30240.099622,145983577213.662903
372397544.000000,30238.487392,145992029256.573700
372407544.000000,30236.874612,146000484505.704712
372417544.000000,30235.261289,146008942929.766327
372427544.000000,30233.647431,146017404497.465240
372437544.000000,30232.033043,146025869177.504517
372447544.000000,30230.418132,146034336938.584045
372457544.000000,30228.802704,146042807749.400269
372467544.000000,30227.186767,146051281578.646759
372477544.000000,30225.570326,146059758395.014038
372487544.000000,30223.953389,146068238167.189819
372497544.000000,30222.335961,146076720863.859222
372507544.000000,30220.718050,146085206453.704834
372517544.000000,30219.099661,146093694905.406860
372527544.000000,30217.480802,146102186187.643341
372537544.000000,30215.861478,146110680269.090271
372547544.000000,30214.241697,146119177118.421509
372557544.000000,30212.621465,146127676704.309387
372567544.000000,30211.000788,146136178995.424530
372577544.000000,30209.379674,146144683960.435883
372587544.000000,30207.758127,146153191568.011230
372597544.000000,30206.136156,146161701786.817078
372607544.000000,30204.513767,146170214585.518829
372617544.000000,30202.890965,146178729932.780975
372627544.000000,30201.267758,146187247797.267273
372637544.000000,30199.644152,146195768147.640717
372647544.000000,30198.020154,146204290952.563904
372657544.000000,30196.395769,146212816180.698975
372667544.000000,30194.771006,146221343800.707947
372677544.000000,30193.145869,146229873781.252625
372687544.000000,30191.520366,146238406090.994995
372697544.000000,30189.894504,146246940698.597168
372707544.000000,30188.268288,146255477572.721649
372717544.000000,30186.641725,146264016682.031403
372727544.000000,30185.014822,146272557995.190002
372737544.000000,30183.387585,146281101480.861755
372747544.000000,30181.760021,146289647107.711884
372757544.000000,30180.132136,146298194844.406769
372767544.000000,30178.503936,146306744659.613770
372777544.000000,30176.875429,146315296522.001709
372787544.000000,30175.246620,146323850400.240845
372797544.000000,30173.617516,146332406263.003021
372807544.000000,30171.988125,146340964078.961761
372817544.000000,30170.358451,146349523816.792511
372827544.000000,30168.728502,146358085445.172821
372837544.000000,30167.098283,146366648932.782257
372847544.000000,30165.467803,146375214248.302704
372857544.000000,30163.837066,146383781360.418488
372867544.000000,30162.206080,146392350237.816620
372877544.000000,30160.574851,146400920849.186554
372887544.000000,30158.943385,146409493163.220856
372897544.000000,30157.311689,146418067148.614868
372907544.000000,30155.679770,146426642774.067200
372917544.000000,30154.047633,146435220008.279633
372927544.000000,30152.415286,146443798819.957275
372937544.000000,30150.782735,146452379177.808899
372947544.000000,30149.149985,146460961050.546844
372957544.000000,30147.517045,146469544406.887329
372967544.000000,30145.883919,146478129215.550385
372977544.000000,30144.250615,146486715445.260254
372987544.000000,30142.617139,146495303064.745300
372997544.000000,30140.983498,146503892042.738190
373007544.000000,30139.349697,146512482347.976166
373017544.000000,30137.715744,146521073949.201050
373027544.000000,30136.081644,146529666815.159302
373037544.000000,30134.447405,146538260914.602386
373047544.000000,30132.813032,146546856216.286835
373057544.000000,30131.178532,146555452688.974091
373067544.000000,30129.543912,146564050301.431122
373077544.000000,30127.909178,146572649022.430176
373087544.000000,30126.274336,146581248820.749176
373097544.000000,30124.639393,146589849665.171539
373107544.000000,30123.004355,146598451524.486694
373117544.000000,30121.369229,146607054367.489868
373127544.000000,30119.734020,146615658162.982483
373137544.000000,30118.098736,146624262879.772125
373147544.000000,30116.463383,146632868486.672699
373157544.000000,30114.827967,146641474952.504639
373167544.000000,30113.192494,146650082246.094971
373177544.000000,30111.556972,146658690336.277466
373187544.000000,30109.921405,146667299191.892853
373197544.000000,30108.285802,146675908781.788696
373207544.000000,30106.650168,146684519074.819763
373217544.000000,30105.014509,146693130039.848175
373227544.000000,30103.378832,146701741645.743408
373237544.000000,30101.743143,146710353861.382446
373247544.000000,30100.107450,146718966655.649933
373257544.000000,30098.471757,146727579997.438324
373267544.000000,30096.836071,146736193855.648010
373277544.000000,30095.200399,146744808199.187439
373287544.000000,30093.564748,146753422996.973145
373297544.000000,30091.929122,146762038217.930054
373307544.000000,30090.293530,146770653830.991577
373317544.000000,30088.657976,146779269805.099609
373327544.000000,30087.022469,146787886109.204834
373337544.000000,30085.387013,146796502712.266602
373347544.000000,30083.751615,146805119583.253357
373357544.000000,30082.116282,146813736691.142609
373367544.000000,30080.481019,146822354004.921021
373377544.000000,30078.845834,146830971493.584717
373387544.000000,30077.210732,146839589126.139130
373397544.000000,30075.575720,146848206871.599365
373407544.000000,30073.940805,146856824698.990265
373417544.000000,30072.305991,146865442577.346527
373427544.000000,30070.671287,146874060475.712769
373437544.000000,30069.036697,146882678363.143738
373447544.000000,30067.402229,146891296208.704468
373457544.000000,30065.767889,146899913981.470245
373467544.000000,30064.133682,146908531650.526886
373477544.000000,30062.499616,146917149184.970764
373487544.000000,30060.865696,146925766553.909119
373497544.000000,30059.231930,146934383726.459930
373507544.000000,30057.598322,146943000671.752197
373517544.000000,30055.964879,146951617358.925995
373527544.000000,30054.331609,146960233757.132721
373537544.000000,30052.698516,146968849835.534973
373547544.000000,30051.065607,146977465563.307007
373557544.000000,30049.432889,146986080909.634521
373567544.000000,30047.800368,146994695843.715057
373577544.000000,30046.168049,147003310334.758026
373587544.000000,30044.535940,147011924351.984680
373597544.000000,30042.904046,147020537864.628479
373607544.000000,30041.272374,147029150841.935059
373617544.000000,30039.640930,147037763253.162476
373627544.000000,30038.009720,147046375067.581177
373637544.000000,30036.378750,147054986254.474182
373647544.000000,30034.748027,147063596783.137299
373657544.000000,30033.117557,147072206622.879120
373667544.000000,30031.487346,147080815743.021210
373677544.000000,30029.857400,147089424112.898224
373687544.000000,30028.227726,147098031701.857971
373697544.000000,30026.598329,147106638479.261597
373707544.000000,30024.969216,147115244414.483734
373717544.000000,30023.340393,147123849476.912537
373727544.000000,30021.711867,147132453635.949860
373737544.000000,30020.083643,147141056861.011292
373747544.000000,30018.455727,147149659121.526459
373757544.000000,30016.828127,147158260386.938995
373767544.000000,30015.200847,147166860626.706543
373777544.000000,30013.573894,147175459810.301270
373787544.000000,30011.947275,147184057907.209564
373797544.000000,30010.320995,147192654886.932434
373807544.000000,30008.695061,147201250718.985535
373817544.000000,30007.069478,147209845372.899139
373827544.000000,30005.444254,147218438818.218536
373837544.000000,30003.819393,147227031024.503906
373847544.000000,30002.194903,147235621961.330688
373857544.000000,30000.570789,147244211598.289368
373867544.000000,29998.947057,147252799904.985901
373877544.000000,29997.323714,147261386851.041718
373887544.000000,29995.700765,147269972406.093658
373897544.000000,29994.078218,147278556539.794464
373907544.000000,29992.456077,147287139221.812592
373917544.000000,29990.834349,147295720421.832458
373927544.000000,29989.213041,147304300109.554474
373937544.000000,29987.592157,147312878254.695221
373947544.000000,29985.971705,147321454826.987701
373957544.000000,29984.351690,147330029796.181091
373967544.000000,29982.732119,147338603132.041168
373977544.000000,29981.112997,147347174804.350372
373987544.000000,29979.494331,147355744782.907867
373997544.000000,29977.876126,147364313037.529633
374007544.000000,29976.258389,147372879538.048645
374017544.000000,29974.641126,147381444254.314911
374027544.000000,29973.024342,147390007156.195679
374037544.000000,29971.408045,147398568213.575562
374047544.000000,29969.792239,147407127396.356445
374057544.000000,29968.176931,147415684674.457886
374067544.000000,29966.562128,147424240017.817047
374077544.000000,29964.947834,147432793396.388763
374087544.000000,29963.334056,147441344780.145905
374097544.000000,29961.720800,147449894139.079193
374107544.000000,29960.108072,147458441443.197571
374117544.000000,29958.495878,147466986662.528015
374127544.000000,29956.884225,147475529767.115967
374137544.000000,29955.273117,147484070727.025330
374147544.000000,29953.662561,147492609512.338409
374157544.000000,29952.052563,147501146093.156219
374167544.000000,29950.443129,147509680439.598602
374177544.000000,29948.834265,147518212521.804291
374187544.000000,29947.225977,147526742309.930817
374197544.000000,29945.618271,147535269774.155029
374207544.000000,29944.011152,147543794884.672913
374217544.000000,29942.404628,147552317611.699677
374227544.000000,29940.798703,147560837925.470062
374237544.000000,29939.193383,147569355796.238312
374247544.000000,29937.588676,147577871194.278320
374257544.000000,29935.984585,147586384089.883789
374267544.000000,29934.381118,147594894453.368103
374277544.000000,29932.778281,147603402255.064758
374287544.000000,29931.176079,147611907465.327423
374297544.000000,29929.574517,147620410054.529724
374307544.000000,29927.973603,147628909993.065704
374317544.000000,29926.373342,147637407251.349792
374327544.000000,29924.773740,147645901799.816986
374337544.000000,29923.174802,147654393608.922821
374347544.000000,29921.576535,147662882649.143494
374357544.000000,29919.978945,147671368890.976196
374367544.000000,29918.382037,147679852304.938934
374377544.000000,29916.785817,147688332861.570831
374387544.000000,29915.190291,147696810531.432037
374397544.000000,29913.595465,147705285285.104095
374407544.000000,29912.001344,147713757093.189819
374417544.000000,29910.407936,147722225926.313477
374427544.000000,29908.815244,147730691755.121002
374437544.000000,29907.223276,147739154550.279907
374447544.000000,29905.632037,147747614282.479523
374457544.000000,29904.041533,147756070922.431030
374467544.000000,29902.451770,147764524440.867645
374477544.000000,29900.862753,147772974808.544617
374487544.000000,29899.274488,147781421996.239349
374497544.000000,29897.686982,147789865974.751770
374507544.000000,29896.100239,147798306714.903870
374517544.000000,29894.514266,147806744187.540436
374527544.000000,29892.929069,147815178363.528687
374537544.000000,29891.344652,147823609213.758575
374547544.000000,29889.761023,147832036709.142914
374557544.000000,29888.178186,147840460820.617493
374567544.000000,29886.596147,147848881519.140900
374577544.000000,29885.014913,147857298775.695038
374587544.000000,29883.434489,147865712561.284943
374597544.000000,29881.854881,147874122846.938965
374607544.000000,29880.276093,147882529603.708862
374617544.000000,29878.698133,147890932802.669983
374627544.000000,29877.121006,147899332414.921265
374637544.000000,29875.544717,147907728411.585266
374647544.000000,29873.969273,147916120763.808563
374657544.000000,29872.394678,147924509442.761475
374667544.000000,29870.820939,147932894419.638458
374677544.000000,29869.248062,147941275665.657959
374687544.000000,29867.676051,147949653152.062744
374697544.000000,29866.104913,147958026850.119904
374707544.000000,29864.534653,147966396731.120911
374717544.000000,29862.965278,147974762766.381714
374727544.000000,29861.396791,147983124927.242950
374737544.000000,29859.829200,147991483185.069916
374747544.000000,29858.262510,147999837511.252716
374757544.000000,29856.696727,148008187877.206390
374767544.000000,29855.131855,148016534254.370972
374777544.000000,29853.567902,148024876614.211578
374787544.000000,29852.004872,148033214928.218536
374797544.000000,29850.442770,148041549167.907440
374807544.000000,29848.881604,148049879304.819366
374817544.000000,29847.321377,148058205310.520752
374827544.000000,29845.762096,148066527156.603668
374837544.000000,29844.203767,148074844814.685913
374847544.000000,29842.646394,148083158256.410980
374857544.000000,29841.089984,148091467453.448273
374867544.000000,29839.534542,148099772377.493134
374877544.000000,29837.980074,148108073000.266998
374887544.000000,29836.426585,148116369293.517456
374897544.000000,29834.874080,148124661229.018280
374907544.000000,29833.322566,148132948778.569702
374917544.000000,29831.772047,148141231913.998291
374927544.000000,29830.222530,148149510607.157104
374937544.000000,29828.674019,148157784829.925995
374947544.000000,29827.126521,148166054554.211365
374957544.000000,29825.580041,148174319751.946503
374967544.000000,29824.034584,148182580395.091583
374977544.000000,29822.490155,148190836455.633789
374987544.000000,29820.946761,148199087905.587372
374997544.000000,29819.404407,148207334716.993805
375007544.000000,29817.863097,148215576861.921722
375017544.000000,29816.322839,148223814312.467285
375027544.000000,29814.783636,148232047040.753998
375037544.000000,29813.245495,148240275018.932861
375047544.000000,29811.708422,148248498219.182678
375057544.000000,29810.172420,148256716613.709808
375067544.000000,29808.637496,148264930174.748596
375077544.000000,29807.103656,148273138874.561157
375087544.000000,29805.570905,148281342685.437683
375097544.000000,29804.039247,148289541579.696350
375107544.000000,29802.508689,148297735529.683685
375117544.000000,29800.979236,148305924507.774292
375127544.000000,29799.450893,148314108486.371368
375137544.000000,29797.923666,148322287437.906311
375147544.000000,29796.397560,148330461334.839111
375157544.000000,29794.872580,148338630149.658569
375167544.000000,29793.348732,148346793854.881989
375177544.000000,29791.826021,148354952423.055542
375187544.000000,29790.304452,148363105826.754303
375197544.000000,29788.784032,148371254038.582306
375207544.000000,29787.264764,148379397031.172638
375217544.000000,29785.746655,148387534777.187622
375227544.000000,29784.229709,148395667249.318665
375237544.000000,29782.713933,148403794420.286621
375247544.000000,29781.199331,148411916262.841736
375257544.000000,29779.685909,148420032749.763702
375267544.000000,29778.173671,148428143853.861847
375277544.000000,29776.662624,148436249547.975159
375287544.000000,29775.152772,148444349804.972382
375297544.000000,29773.644122,148452444597.752075
375307544.000000,29772.136677,148460533899.242706
375317544.000000,29770.630443,148468617682.402832
375327544.000000,29769.125426,148476695920.221069
375337544.000000,29767.621630,148484768585.716217
375347544.000000,29766.119062,148492835651.937317
375357544.000000,29764.617726,148500897091.963776
375367544.000000,29763.117627,148508952878.905457
375377544.000000,29761.618771,148517002985.902679
375387544.000000,29760.121163,148525047386.126434
375397544.000000,29758.624807,148533086052.778381
375407544.000000,29757.129710,148541118959.090881
375417544.000000,29755.635877,148549146078.327271
375427544.000000,29754.143312,148557167383.781708
375437544.000000,29752.652020,148565182848.779358
375447544.000000,29751.162008,148573192446.676605
375457544.000000,29749.673279,148581196150.860931
375467544.000000,29748.185840,148589193934.751068
375477544.000000,29746.699695,148597185771.797089
375487544.000000,29745.214850,148605171635.480560
375497544.000000,29743.731309,148613151499.314484
375507544.000000,29742.249077,148621125336.843475
375517544.000000,29740.768161,148629093121.643829
375527544.000000,29739.288564,148637054827.323578
375537544.000000,29737.810292,148645010427.522522
375547544.000000,29736.333351,148652959895.912506
375557544.000000,29734.857744,148660903206.197235
375567544.000000,29733.383478,148668840332.112518
375577544.000000,29731.910557,148676771247.426392
375587544.000000,29730.438986,148684695925.939026
375597544.000000,29728.968771,148692614341.482880
375607544.000000,29727.499916,148700526467.922882
375617544.000000,29726.032426,148708432279.156403
375627544.000000,29724.566307,148716331749.113281
375637544.000000,29723.101564,148724224851.756042
375647544.000000,29721.638201,148732111561.079926
375657544.000000,29720.176223,148739991851.112885
375667544.000000,29718.715636,148747865695.915771
375677544.000000,29717.256444,148755733069.582367
375687544.000000,29715.798653,148763593946.239441
375697544.000000,29714.342267,148771448300.046844
375707544.000000,29712.887291,148779296105.197601
375717544.000000,29711.433731,148787137335.917969
375727544.000000,29709.981591,148794971966.467529
375737544.000000,29708.530876,148802799971.139191
375747544.000000,29707.081591,148810621324.259460
375757544.000000,29705.633742,148818436000.188232
375767544.000000,29704.187332,148826243973.319153
375777544.000000,29702.742368,148834045218.079468
375787544.000000,29701.298853,148841839708.930237
375797544.000000,29699.856792,148849627420.366272
375807544.000000,29698.416192,148857408326.916504
375817544.000000,29696.977055,148865182403.143585
375827544.000000,29695.539388,148872949623.644501
375837544.000000,29694.103196,148880709963.050110
375847544.000000,29692.668482,148888463396.025726
375857544.000000,29691.235252,148896209897.270782
375867544.000000,29689.803511,148903949441.519165
375877544.000000,29688.373263,148911682003.539124
375887544.000000,29686.944514,148919407558.133453
375897544.000000,29685.517268,148927126080.139526
375907544.000000,29684.091530,148934837544.429352
375917544.000000,29682.667305,148942541925.909668
375927544.000000,29681.244597,148950239199.522003
375937544.000000,29679.823412,148957929340.242767
375947544.000000,29678.403754,148965612323.083282
375957544.000000,29676.985627,148973288123.089874
375967544.000000,29675.569038,148980956715.344025
375977544.000000,29674.153990,148988618074.962250
375987544.000000,29672.740488,148996272177.096344
375997544.000000,29671.328537,149003918996.933472
376007544.000000,29669.918141,149011558509.696014
376017544.000000,29668.509306,149019190690.641907
376027544.000000,29667.102036,149026815515.064514
376037544.000000,29665.696336,149034432958.292816
376047544.000000,29664.292210,149042042995.691406
376057544.000000,29662.889663,149049645602.660645
376067544.000000,29661.488701,149057240754.636566
376077544.000000,29660.089326,149064828427.091156
376087544.000000,29658.691545,149072408595.532349
376097544.000000,29657.295362,149079981235.503906
376107544.000000,29655.900781,149087546322.585815
376117544.000000,29654.507808,149095103832.394073
376127544.000000,29653.116446,149102653740.580902
376137544.000000,29651.726700,149110196022.834839
376147544.000000,29650.338576,149117730654.880707
376157544.000000,29648.952077,149125257612.479645
376167544.000000,29647.567208,149132776871.429413
376177544.000000,29646.183974,149140288407.564178
376187544.000000,29644.802379,149147792196.754761
376197544.000000,29643.422429,149155288214.908630
376207544.000000,29642.044127,149162776437.969940
376217544.000000,29640.667478,149170256841.919678
376227544.000000,29639.292486,149177729402.775757
376237544.000000,29637.919157,149185194096.592896
376247544.000000,29636.547495,149192650899.462891
376257544.000000,29635.177503,149200099787.514557
376267544.000000,29633.809188,149207540736.913818
376277544.000000,29632.442553,149214973723.863861
376287544.000000,29631.077602,149222398724.604980
376297544.000000,29629.714341,149229815715.414978
376307544.000000,29628.352774,149237224672.608887
376317544.000000,29626.992905,149244625572.539246
376327544.000000,29625.634738,149252018391.596100
376337544.000000,29624.278279,149259403106.207062
376347544.000000,29622.923531,149266779692.837341
376357544.000000,29621.570499,149274148127.989960
376367544.000000,29620.219188,149281508388.205566
376377544.000000,29618.869602,149288860450.062714
376387544.000000,29617.521745,149296204290.177856
376397544.000000,29616.175622,149303539885.205353
376407544.000000,29614.831237,149310867211.837585
376417544.000000,29613.488594,149318186246.805023
376427544.000000,29612.147699,149325496966.876282
376437544.000000,29610.808555,149332799348.858154
376447544.000000,29609.471166,149340093369.595734
376457544.000000,29608.135538,149347379005.972351
376467544.000000,29606.801674,149354656234.909851
376477544.000000,29605.469578,149361925033.368408
376487544.000000,29604.139256,149369185378.346771
376497544.000000,29602.810711,149376437246.882202
376507544.000000,29601.483948,149383680616.050659
376517544.000000,29600.158971,149390915462.966675
376527544.000000,29598.835785,149398141764.783691
376537544.000000,29597.514393,149405359498.693848
376547544.000000,29596.194800,149412568641.928131
376557544.000000,29594.877010,149419769171.756470
376567544.000000,29593.561027,149426961065.487885
376577544.000000,29592.246857,149434144300.470306
376587544.000000,29590.934502,149441318854.090851
376597544.000000,29589.623968,149448484703.775726
376607544.000000,29588.315258,149455641826.990448
376617544.000000,29587.008377,149462790201.239746
376627544.000000,29585.703328,149469929804.067688
376637544.000000,29584.400117,149477060613.057800
376647544.000000,29583.098747,149484182605.832977
376657544.000000,29581.799223,149491295760.055695
376667544.000000,29580.501548,149498400053.427948
376677544.000000,29579.205728,149505495463.691376
376687544.000000,29577.911765,149512581968.627319
376697544.000000,29576.619664,149519659546.056793
376707544.000000,29575.329430,149526728173.840729
376717544.000000,29574.041067,149533787829.879791
376727544.000000,29572.754578,149540838492.114594
376737544.000000,29571.469968,149547880138.525757
376747544.000000,29570.187241,149554912747.133820
376757544.000000,29568.906400,149561936295.999542
376767544.000000,29567.627451,149568950763.223694
376777544.000000,29566.350397,149575956126.947266
376787544.000000,29565.075243,149582952365.351501
376797544.000000,29563.801991,149589939456.657959
376807544.000000,29562.530647,149596917379.128540
376817544.000000,29561.261215,149603886111.065521
376827544.000000,29559.993698,149610845630.811646
376837544.000000,29558.728101,149617795916.750275
376847544.000000,29557.464427,149624736947.305145
376857544.000000,29556.202681,149631668700.940796
376867544.000000,29554.942866,149638591156.162323
376877544.000000,29553.684987,149645504291.515625
376887544.000000,29552.429048,149652408085.587372
376897544.000000,29551.175053,149659302517.005096
376907544.000000,29549.923005,149666187564.437134
376917544.000000,29548.672908,149673063206.592865
376927544.000000,29547.424767,149679929422.222534
376937544.000000,29546.178586,149686786190.117584
376947544.000000,29544.934368,149693633489.110474
376957544.000000,29543.692117,149700471298.074890
376967544.000000,29542.451838,149707299595.925537
376977544.000000,29541.213534,149714118361.618622
376987544.000000,29539.977209,149720927574.151489
376997544.000000,29538.742867,149727727212.562927
377007544.000000,29537.510512,149734517255.933044
377017544.000000,29536.280148,149741297683.383514
